Airbnbid,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10070235,51525183,Manhattan,Harlem,40.81566,-73.94293,Private room,95,180,0,,,1,358
10070294,27915373,Brooklyn,Bedford-Stuyvesant,40.68273,-73.94786,Private room,55,1,18,2018-12-29,0.49,1,65
10070350,39765154,Manhattan,Upper West Side,40.7986,-73.96168,Entire home/apt,125,9,0,,,1,0
10070663,51674579,Manhattan,Upper West Side,40.79616,-73.97506,Private room,45,1,0,,,1,0
10070693,51651427,Manhattan,Upper East Side,40.7612,-73.96254,Entire home/apt,95,16,8,2018-01-03,0.2,1,0
10071188,15065559,Brooklyn,Crown Heights,40.67105,-73.94324,Entire home/apt,153,4,105,2019-06-10,2.45,1,9
10071225,40532707,Brooklyn,Bedford-Stuyvesant,40.68729,-73.95556,Private room,39,1,1,2016-01-06,0.02,1,0
10071232,6050369,Manhattan,Harlem,40.82697,-73.95236,Entire home/apt,200,1,0,,,1,0
10071464,51678353,Manhattan,West Village,40.73326,-74.00577,Private room,85,2,2,2016-01-01,0.05,1,0
10072022,31281230,Manhattan,SoHo,40.72697,-74.00098,Entire home/apt,315,2,29,2019-06-25,1.31,1,177
10072678,50687547,Brooklyn,Bedford-Stuyvesant,40.68843,-73.94537,Entire home/apt,89,5,10,2017-08-29,0.23,1,64
10072750,51684417,Manhattan,Upper West Side,40.80082,-73.96059,Entire home/apt,350,7,0,,,2,0
10073940,51688993,Queens,Jamaica,40.6896,-73.80446,Entire home/apt,179,1,103,2019-07-02,2.67,2,324
10073995,1737876,Brooklyn,Bushwick,40.68984,-73.91507,Private room,37,1,0,,,1,0
10074308,51690846,Brooklyn,Downtown Brooklyn,40.6965,-73.98377,Private room,75,5,0,,,1,0
10076836,28504839,Manhattan,Upper West Side,40.7863,-73.97658,Entire home/apt,150,3,5,2017-09-20,0.13,1,0
10078736,51716739,Brooklyn,Bedford-Stuyvesant,40.68886,-73.93084,Entire home/apt,225,2,68,2019-06-04,1.69,3,273
10080979,51728257,Manhattan,Gramercy,40.73462,-73.98227,Entire home/apt,140,4,1,2015-12-21,0.02,1,0
10082057,51734800,Brooklyn,Flatbush,40.63066,-73.96496,Private room,115,2,5,2018-03-31,0.13,2,358
10083580,22068394,Brooklyn,Bedford-Stuyvesant,40.69176,-73.94765,Private room,58,2,2,2016-06-13,0.05,1,0
10083682,51742426,Brooklyn,Williamsburg,40.71193,-73.96383,Entire home/apt,190,4,63,2019-06-28,1.58,1,257
10083881,51743699,Manhattan,Morningside Heights,40.80986,-73.95945,Entire home/apt,100,1,1,2015-12-23,0.02,1,0
10083973,3870120,Brooklyn,Williamsburg,40.71139,-73.96002,Private room,119,2,82,2019-06-03,2.06,1,0
10084380,5882165,Brooklyn,Williamsburg,40.71171,-73.96256,Entire home/apt,139,5,0,,,1,0
10085449,51749922,Manhattan,Kips Bay,40.73956,-73.98163,Private room,140,1,0,,,1,0
10085478,47554473,Brooklyn,Greenpoint,40.72845,-73.94477,Entire home/apt,129,3,16,2019-06-27,0.37,13,71
10086029,2072706,Manhattan,West Village,40.73191,-74.00493,Entire home/apt,800,3,0,,,1,0
10086307,13792543,Manhattan,Harlem,40.80729,-73.95238,Private room,110,3,76,2019-06-26,1.78,3,281
10087575,2144034,Manhattan,Harlem,40.82753,-73.94862,Entire home/apt,90,1,2,2016-05-02,0.05,1,0
10087874,28840058,Brooklyn,Bedford-Stuyvesant,40.68124,-73.9189,Private room,61,1,4,2018-01-02,0.1,1,0
10088464,51764491,Manhattan,East Village,40.73076,-73.98374,Private room,65,2,4,2016-02-01,0.09,1,0
10088612,216227,Manhattan,Harlem,40.82069,-73.95549,Private room,60,1,229,2019-07-05,6.25,3,310
10088636,216227,Manhattan,Harlem,40.82232,-73.95696,Private room,60,1,219,2019-06-23,5.95,3,280
10089333,16684382,Manhattan,Upper East Side,40.76266,-73.95989,Entire home/apt,150,2,25,2019-06-23,0.66,1,0
10089727,51772392,Manhattan,Midtown,40.76039,-73.9736,Private room,587,1,3,2018-10-03,0.16,1,365
10090735,6772290,Manhattan,Chelsea,40.74156,-74.00037,Entire home/apt,175,3,136,2019-06-28,3.18,1,288
10091829,42332704,Brooklyn,Crown Heights,40.67176,-73.95937,Private room,60,1,0,,,1,0
10096352,12485770,Manhattan,West Village,40.7313,-74.00154,Entire home/apt,166,30,5,2018-12-31,0.13,9,332
10096515,12485770,Manhattan,East Village,40.72962,-73.98078,Entire home/apt,120,30,4,2019-06-08,0.11,9,338
10096707,51813565,Brooklyn,Greenpoint,40.72034,-73.95478,Entire home/apt,135,2,18,2019-06-30,0.42,1,0
10096773,34607505,Manhattan,Chelsea,40.74577,-74.00074,Entire home/apt,145,2,1,2016-01-03,0.02,1,0
10096788,51813748,Brooklyn,Williamsburg,40.71936,-73.94225,Entire home/apt,185,4,77,2019-06-20,1.8,1,25
10098890,1822420,Brooklyn,Williamsburg,40.71119,-73.96515,Entire home/apt,120,1,0,,,1,0
10098921,50678424,Brooklyn,Bedford-Stuyvesant,40.68666,-73.94739,Private room,206,1,1,2017-09-17,0.05,2,365
10099080,7375144,Brooklyn,Bushwick,40.70348,-73.91477,Private room,65,1,0,,,1,0
10099517,16869971,Manhattan,Roosevelt Island,40.76947,-73.94303,Private room,80,1,1,2016-01-05,0.02,2,0
10099859,51829088,Queens,Jackson Heights,40.74856,-73.88906,Entire home/apt,139,1,0,,,1,0
10100121,51830532,Manhattan,Chelsea,40.74201,-74.00325,Entire home/apt,239,4,55,2019-07-02,1.29,1,161
10100241,23215098,Brooklyn,Bedford-Stuyvesant,40.68513,-73.95286,Entire home/apt,399,4,39,2019-07-07,0.91,1,29
10100474,3582774,Manhattan,Little Italy,40.71756,-73.99824,Entire home/apt,550,5,0,,,1,0
10100512,271073,Brooklyn,Midwood,40.62391,-73.96146,Private room,30,1,0,,,1,0
10100799,9250639,Brooklyn,Park Slope,40.67622,-73.97953,Entire home/apt,125,2,7,2019-06-30,0.2,1,0
10101013,6866192,Manhattan,East Village,40.7271,-73.99092,Entire home/apt,195,2,0,,,1,0
10101097,5073789,Brooklyn,Williamsburg,40.7184,-73.95359,Entire home/apt,500,2,111,2019-07-01,2.92,1,88
10101135,47621202,Queens,Jamaica,40.66939,-73.76975,Private room,47,1,576,2019-06-27,13.4,2,173
10101148,51680319,Queens,Sunnyside,40.74181,-73.90783,Private room,69,1,0,,,1,0
10101358,51835429,Manhattan,East Village,40.72597,-73.9838,Private room,90,2,0,,,1,0
10101765,51838759,Manhattan,Upper East Side,40.76256,-73.9632,Private room,99,2,122,2019-06-08,2.95,1,77
10101791,51839283,Manhattan,Washington Heights,40.85064,-73.93833,Private room,75,1,1,2016-01-02,0.02,1,0
10102206,33480709,Brooklyn,Crown Heights,40.67114,-73.93561,Shared room,35,1,0,,,1,0
10102792,8832880,Brooklyn,Greenpoint,40.73321,-73.9561,Private room,55,2,0,,,1,0
10103745,2350144,Brooklyn,Bushwick,40.69611,-73.91891,Entire home/apt,80,31,1,2016-11-03,0.03,1,0
10104123,51850937,Manhattan,East Village,40.73061,-73.98335,Private room,100,2,51,2019-07-02,1.19,3,4
10104130,51851212,Brooklyn,Crown Heights,40.67418,-73.95958,Private room,60,1,4,2018-08-26,0.09,1,0
10104806,11095923,Brooklyn,Bushwick,40.69802,-73.91472,Private room,40,1,0,,,3,0
10105110,27341303,Manhattan,Greenwich Village,40.73009,-73.99965,Entire home/apt,118,5,1,2016-01-02,0.02,1,0
10105477,1428501,Manhattan,Hell's Kitchen,40.76407,-73.98579,Private room,97,6,36,2018-07-05,0.84,2,0
10105606,51857384,Manhattan,Upper West Side,40.77836,-73.9822,Entire home/apt,210,2,51,2019-06-09,1.19,1,11
10106530,8511553,Brooklyn,Crown Heights,40.6774,-73.94726,Entire home/apt,55,2,6,2016-06-29,0.14,1,0
10106768,16139880,Brooklyn,Bedford-Stuyvesant,40.67762,-73.9159,Private room,62,3,69,2019-01-19,1.7,6,27
10113787,51902072,Manhattan,SoHo,40.72485,-74.00254,Entire home/apt,185,1,1,2016-01-18,0.02,1,0
10114830,49871658,Manhattan,Upper West Side,40.78778,-73.97498,Entire home/apt,200,3,0,,,1,0
10115137,47351539,Brooklyn,East Flatbush,40.65382,-73.93903,Entire home/apt,165,1,216,2019-06-22,5.49,4,194
10115193,29923547,Manhattan,Lower East Side,40.71886,-73.98881,Private room,125,1,0,,,1,0
10115542,16682678,Manhattan,Kips Bay,40.74091,-73.98271,Entire home/apt,102,1,3,2016-03-09,0.07,1,0
10115781,10221694,Brooklyn,Williamsburg,40.71276,-73.963,Private room,80,1,2,2016-01-03,0.05,1,0
10115792,48784045,Manhattan,Kips Bay,40.7452,-73.97779,Entire home/apt,449,1,0,,,2,0
10116081,51913270,Manhattan,Midtown,40.75939,-73.96949,Entire home/apt,200,1,0,,,1,0
10116220,51913826,Manhattan,Nolita,40.72354,-73.99333,Private room,84,1,1,2019-03-31,0.3,8,0
10116351,8869875,Manhattan,Upper East Side,40.76427,-73.962,Entire home/apt,95,1,5,2016-01-28,0.12,1,0
10116619,17794202,Brooklyn,Boerum Hill,40.68485,-73.9819,Private room,65,3,2,2016-01-03,0.05,1,0
10116734,30370192,Manhattan,Upper East Side,40.75979,-73.96079,Entire home/apt,152,1,42,2019-06-02,1.06,1,357
10117223,18782603,Brooklyn,Bushwick,40.68539,-73.9092,Private room,50,3,2,2016-08-15,0.06,1,0
10117624,12190846,Brooklyn,Williamsburg,40.72097,-73.9548,Entire home/apt,250,1,0,,,1,0
10117636,48535457,Brooklyn,Williamsburg,40.71975,-73.95964,Private room,149,2,15,2016-05-31,0.35,1,0
10118660,51913826,Manhattan,Nolita,40.72288,-73.99466,Private room,124,1,19,2019-03-21,0.46,8,0
10118847,6388652,Manhattan,Washington Heights,40.83871,-73.9468,Private room,58,3,49,2019-06-22,1.28,1,275
10119376,51913826,Manhattan,Nolita,40.72152,-73.99476,Private room,159,1,9,2019-03-16,0.22,8,0
10120021,51844270,Manhattan,East Village,40.73046,-73.98643,Entire home/apt,250,7,1,2016-01-10,0.02,1,0
10120414,33231070,Manhattan,Lower East Side,40.72063,-73.98944,Entire home/apt,150,3,0,,,1,0
10122449,24347,Manhattan,Chelsea,40.74441,-73.99915,Entire home/apt,250,4,11,2017-04-11,0.35,1,0
10123090,51948055,Manhattan,Midtown,40.76372,-73.97692,Entire home/apt,500,29,5,2016-09-26,0.13,1,88
10124343,51954926,Brooklyn,Bedford-Stuyvesant,40.69508,-73.94856,Private room,58,2,256,2019-06-16,5.96,4,38
10124372,51940393,Brooklyn,Bedford-Stuyvesant,40.68353,-73.94877,Entire home/apt,199,2,74,2019-06-18,1.84,1,231
10125213,15109029,Manhattan,East Harlem,40.80197,-73.93888,Private room,55,1,0,,,1,0
10125955,18139498,Brooklyn,Williamsburg,40.70987,-73.95392,Private room,95,4,16,2019-06-12,0.46,1,10
10126128,43128266,Manhattan,Washington Heights,40.83379,-73.94141,Shared room,36,1,20,2019-06-23,0.47,3,324
10127534,24673896,Manhattan,West Village,40.73182,-74.01,Entire home/apt,165,4,4,2017-01-01,0.1,1,0
10130342,51954926,Brooklyn,Bedford-Stuyvesant,40.69566,-73.95001,Private room,72,2,255,2019-06-16,5.95,4,0
10130925,51991283,Manhattan,Harlem,40.80057,-73.95468,Private room,179,1,2,2016-04-17,0.05,5,309
10130963,51991283,Manhattan,Harlem,40.79945,-73.95411,Private room,209,1,1,2019-03-21,0.27,5,244
10131082,51991283,Manhattan,Harlem,40.79865,-73.95295,Private room,149,1,0,,,5,281
10132356,21247379,Manhattan,Harlem,40.80926,-73.95455,Entire home/apt,150,3,25,2019-06-14,1.2,1,22
10133128,16272340,Brooklyn,Williamsburg,40.71351,-73.95117,Private room,375,2,2,2016-09-05,0.05,1,0
10133195,15640532,Queens,Elmhurst,40.74157,-73.88389,Private room,65,4,1,2016-01-02,0.02,1,0
10133350,52004369,Manhattan,Upper East Side,40.7664,-73.95854,Entire home/apt,275,2,9,2017-08-19,0.24,1,0
10133534,6606618,Manhattan,Lower East Side,40.7178,-73.98504,Shared room,110,2,4,2016-12-11,0.11,1,0
10134285,566660,Manhattan,Chinatown,40.71615,-73.99539,Private room,99,1,42,2018-01-01,0.98,1,0
10134298,2017504,Manhattan,Gramercy,40.73375,-73.98474,Private room,85,1,2,2016-10-23,0.06,2,0
10134546,51991283,Manhattan,Harlem,40.79933,-73.95296,Private room,189,1,7,2019-06-23,0.16,5,291
10134557,6753765,Manhattan,East Village,40.72423,-73.98327,Shared room,100,5,0,,,3,0
10135104,14439022,Manhattan,Harlem,40.82774,-73.94983,Private room,75,3,86,2019-07-01,2.01,1,224
10136508,17653796,Queens,Ditmars Steinway,40.77575,-73.91419,Private room,45,1,27,2019-06-24,0.75,1,16
10136634,11615226,Brooklyn,Greenpoint,40.72308,-73.95071,Private room,75,1,0,,,1,0
10136994,4946655,Manhattan,East Village,40.72435,-73.98461,Entire home/apt,125,2,6,2016-07-06,0.14,1,0
10137048,52022983,Manhattan,Upper West Side,40.7937,-73.9652,Entire home/apt,150,1,0,,,1,0
10138349,10474877,Brooklyn,Boerum Hill,40.68358,-73.98127,Private room,71,7,11,2018-11-27,0.42,1,98
10138784,52031360,Queens,Jackson Heights,40.74953,-73.88025,Private room,46,3,137,2019-07-05,3.21,1,286
10138870,52031473,Manhattan,Nolita,40.72148,-73.99581,Private room,105,2,44,2019-05-30,1.03,1,35
10138996,52031734,Brooklyn,Bedford-Stuyvesant,40.69503,-73.94986,Private room,41,1,1,2016-01-20,0.02,1,0
10142056,23772724,Manhattan,Upper East Side,40.77349,-73.95225,Entire home/apt,99,30,7,2018-12-31,0.18,15,327
10142499,38260715,Queens,Corona,40.7394,-73.85527,Private room,37,1,74,2019-06-30,1.73,1,135
10143705,31698014,Manhattan,East Village,40.72747,-73.98833,Entire home/apt,60,5,2,2016-01-17,0.05,1,0
10144140,9153601,Brooklyn,Bushwick,40.68594,-73.91448,Entire home/apt,218,2,70,2019-05-09,1.67,1,335
10148201,502563,Manhattan,East Village,40.72888,-73.98496,Private room,150,3,17,2019-05-05,0.4,2,43
10148581,290094,Manhattan,Chelsea,40.7456,-73.99852,Private room,52,2,2,2016-11-04,0.06,1,0
10148955,7342535,Brooklyn,Clinton Hill,40.68142,-73.95889,Entire home/apt,210,1,3,2016-02-14,0.07,1,0
10149393,5461672,Manhattan,Hell's Kitchen,40.76374,-73.98872,Entire home/apt,115,3,1,2016-01-03,0.02,1,0
10149453,12485770,Manhattan,SoHo,40.72542,-74.00158,Entire home/apt,105,30,2,2019-03-03,0.06,9,327
10153654,52112891,Manhattan,East Village,40.72774,-73.98211,Private room,80,2,3,2016-03-24,0.07,1,0
10154138,23419527,Manhattan,West Village,40.73713,-74.00358,Entire home/apt,225,3,1,2016-01-02,0.02,1,0
10154444,1260413,Brooklyn,Williamsburg,40.71275,-73.94299,Entire home/apt,175,3,2,2019-05-26,0.05,3,0
10154702,9369977,Manhattan,Midtown,40.75763,-73.96359,Private room,120,7,4,2018-01-03,0.09,1,0
10154762,37626481,Manhattan,Upper West Side,40.79637,-73.96996,Shared room,65,1,55,2019-06-04,1.34,2,0
10155003,47554473,Brooklyn,Greenpoint,40.7276,-73.94495,Entire home/apt,99,3,29,2019-06-25,0.7,13,50
10156290,342734,Manhattan,Lower East Side,40.7191,-73.98812,Entire home/apt,160,1,9,2016-05-01,0.21,1,0
10156314,52127857,Manhattan,East Village,40.72314,-73.9797,Private room,60,1,1,2016-05-23,0.03,2,0
10156441,28105866,Manhattan,East Harlem,40.79739,-73.94054,Entire home/apt,90,1,0,,,1,0
10156574,4023912,Manhattan,Financial District,40.70524,-74.01278,Entire home/apt,230,5,6,2018-06-21,0.15,1,208
10157256,28722501,Manhattan,Gramercy,40.73618,-73.9833,Entire home/apt,250,2,47,2019-07-06,2.15,1,89
10157977,173218,Manhattan,Lower East Side,40.7213,-73.98559,Entire home/apt,299,30,60,2019-01-05,1.71,1,332
10158141,50760546,Manhattan,NoHo,40.72895,-73.9934,Entire home/apt,499,30,0,,,31,167
10160215,2787,Brooklyn,Gravesend,40.60755,-73.9741,Private room,79,1,17,2019-06-26,0.4,6,174
10161361,2995352,Queens,Jackson Heights,40.75658,-73.86807,Private room,46,1,0,,,1,0
10162752,25169027,Brooklyn,Bushwick,40.70491,-73.92367,Entire home/apt,110,4,3,2016-06-24,0.07,1,0
10163240,41535999,Manhattan,Morningside Heights,40.80348,-73.9632,Private room,70,1,1,2016-01-12,0.02,1,0
10163617,4273661,Brooklyn,Bedford-Stuyvesant,40.69145,-73.93536,Entire home/apt,150,2,1,2016-05-31,0.03,1,0
10163936,27537912,Brooklyn,Williamsburg,40.70379,-73.94228,Private room,59,15,12,2017-07-09,0.28,1,0
10165064,39603281,Manhattan,Upper West Side,40.79437,-73.97152,Entire home/apt,165,1,188,2019-07-05,4.42,1,328
10165181,47554473,Brooklyn,Greenpoint,40.72919,-73.94512,Private room,149,3,32,2019-06-29,0.75,13,74
10165313,47554473,Brooklyn,Greenpoint,40.72888,-73.94486,Entire home/apt,129,3,3,2017-10-31,0.08,13,74
10165410,30658746,Brooklyn,Bushwick,40.69392,-73.92262,Private room,42,1,3,2016-04-05,0.07,1,0
10165663,52183960,Brooklyn,Bedford-Stuyvesant,40.68025,-73.91199,Entire home/apt,120,2,141,2019-07-06,3.35,1,215
10166820,486147,Brooklyn,Park Slope,40.67174,-73.98616,Private room,63,30,17,2018-09-01,0.44,1,73
10166883,35215309,Manhattan,East Harlem,40.79805,-73.93943,Entire home/apt,180,4,24,2019-05-24,0.56,2,3
10166986,14461742,Brooklyn,Williamsburg,40.71552,-73.93869,Entire home/apt,220,5,1,2016-01-01,0.02,1,0
10167436,8515724,Brooklyn,Williamsburg,40.7075,-73.94055,Private room,68,1,29,2019-06-04,0.77,3,0
10167860,21430239,Manhattan,East Village,40.72828,-73.98901,Private room,119,1,134,2018-07-02,3.15,1,0
10171782,37256833,Manhattan,Harlem,40.82914,-73.94254,Private room,37,2,11,2017-07-05,0.28,1,0
10172621,52228249,Bronx,Bronxdale,40.85592,-73.86743,Entire home/apt,80,7,0,,,1,0
10173750,24840827,Brooklyn,Bedford-Stuyvesant,40.69143,-73.93444,Private room,55,1,0,,,1,0
10174245,7940120,Manhattan,Upper West Side,40.79958,-73.96403,Private room,50,1,0,,,1,0
10174662,40640586,Manhattan,Lower East Side,40.72299,-73.99251,Entire home/apt,199,2,168,2019-06-22,3.93,1,65
10175187,52243765,Brooklyn,Crown Heights,40.67851,-73.95566,Private room,50,3,0,,,1,0
10175678,10590489,Brooklyn,Williamsburg,40.71367,-73.94228,Private room,60,2,7,2017-05-11,0.17,1,0
10176552,15312592,Queens,Astoria,40.76722,-73.92203,Entire home/apt,135,3,44,2018-01-02,1.03,1,0
10177726,12378834,Brooklyn,Williamsburg,40.70512,-73.94347,Private room,64,1,1,2016-01-05,0.02,1,0
10182058,41326856,Queens,Elmhurst,40.74674,-73.87995,Private room,80,1,34,2019-07-01,0.88,5,49
10184162,50466143,Brooklyn,Williamsburg,40.71215,-73.95801,Private room,65,2,0,,,1,0
10185955,14785032,Queens,St. Albans,40.69112,-73.77761,Private room,48,1,165,2019-07-02,4.64,1,365
10185960,42487547,Brooklyn,Carroll Gardens,40.67875,-73.99599,Entire home/apt,115,3,9,2019-01-03,0.21,1,0
10186192,37312959,Queens,East Elmhurst,40.77026,-73.87561,Private room,45,1,459,2019-07-07,10.72,5,175
10186787,10855721,Brooklyn,Williamsburg,40.70352,-73.93798,Private room,38,7,1,2016-01-21,0.02,1,0
10186876,20992861,Manhattan,Lower East Side,40.71757,-73.99028,Private room,85,5,1,2016-01-05,0.02,1,0
10187402,52320213,Manhattan,Midtown,40.7533,-73.97162,Entire home/apt,275,4,77,2018-12-15,1.84,1,0
10191601,26111326,Queens,Astoria,40.76951,-73.93077,Entire home/apt,125,2,26,2017-10-14,0.64,1,0
10192564,52320041,Manhattan,Upper West Side,40.80114,-73.96772,Entire home/apt,250,30,17,2018-09-05,0.47,1,190
10192593,1589909,Queens,Long Island City,40.74392,-73.95147,Private room,79,15,9,2019-01-03,0.26,2,259
10192898,7108710,Manhattan,West Village,40.7344,-74.00262,Private room,105,1,0,,,1,0
10193343,15891234,Manhattan,East Harlem,40.794,-73.94585,Entire home/apt,100,2,6,2016-03-29,0.14,1,0
10193392,16869971,Manhattan,Roosevelt Island,40.76882,-73.94315,Private room,70,1,7,2016-08-23,0.19,2,0
10199699,16978120,Manhattan,Harlem,40.83,-73.94931,Private room,65,30,0,,,2,308
10200715,569864,Brooklyn,Prospect Heights,40.68007,-73.97317,Entire home/apt,60,2,12,2017-11-26,0.28,1,0
10201295,1519189,Brooklyn,Bedford-Stuyvesant,40.6945,-73.94273,Private room,50,2,3,2019-06-28,0.09,2,316
10202835,37561828,Brooklyn,Bushwick,40.69387,-73.92666,Private room,35,3,33,2016-09-05,0.78,1,0
10204682,4821374,Manhattan,Upper East Side,40.77791,-73.95362,Entire home/apt,180,3,22,2019-07-01,0.83,2,273
10205011,43192686,Brooklyn,Borough Park,40.62586,-73.98079,Entire home/apt,70,5,33,2018-05-29,0.81,1,27
10205130,52430092,Manhattan,East Harlem,40.80107,-73.93656,Entire home/apt,220,2,59,2019-07-07,1.47,1,185
10206990,16098958,Manhattan,Hell's Kitchen,40.76544,-73.98651,Entire home/apt,135,30,5,2018-07-13,0.16,96,311
10207267,16098958,Manhattan,Upper West Side,40.79544,-73.96736,Entire home/apt,140,30,2,2018-08-26,0.06,96,244
10207451,50549394,Brooklyn,Flatbush,40.63267,-73.96199,Private room,175,2,6,2019-05-12,0.22,1,178
10207629,16098958,Manhattan,Upper West Side,40.79534,-73.96583,Entire home/apt,180,30,4,2019-01-03,0.12,96,319
10207847,16098958,Manhattan,Financial District,40.70503,-74.00674,Entire home/apt,165,30,0,,,96,329
10208954,52445657,Queens,Flushing,40.72946,-73.8075,Private room,55,2,16,2018-03-12,0.46,1,0
10209278,52454608,Manhattan,Hell's Kitchen,40.7631,-73.98753,Entire home/apt,100,1,0,,,1,0
10209973,9532490,Manhattan,East Village,40.73008,-73.98996,Private room,91,4,8,2018-04-12,0.19,3,0
10210556,52342677,Manhattan,Chelsea,40.74729,-73.99107,Private room,175,1,0,,,1,0
10211452,20086355,Brooklyn,Bedford-Stuyvesant,40.68851,-73.95151,Private room,70,5,0,,,1,0
10212685,42413378,Brooklyn,South Slope,40.6641,-73.98036,Entire home/apt,143,3,180,2019-06-23,4.2,2,263
10212862,2109282,Brooklyn,Bushwick,40.69688,-73.93448,Private room,55,14,2,2016-09-04,0.06,1,0
10222008,52526463,Manhattan,East Village,40.73133,-73.98747,Entire home/apt,110,3,1,2016-01-05,0.02,1,0
10224557,287634,Brooklyn,Prospect-Lefferts Gardens,40.65568,-73.95892,Private room,30,1,0,,,1,0
10224832,10590166,Queens,Fresh Meadows,40.7492,-73.78445,Private room,90,1,3,2018-10-28,0.3,1,87
10224998,51991283,Manhattan,Harlem,40.80033,-73.9528,Private room,199,1,1,2016-01-11,0.02,5,267
10226511,52551507,Manhattan,Gramercy,40.73728,-73.9842,Private room,99,1,0,,,1,0
10228901,32824042,Manhattan,Lower East Side,40.71334,-73.98575,Private room,40,1,0,,,1,0
10229075,9504403,Manhattan,Kips Bay,40.74443,-73.97949,Entire home/apt,235,3,2,2016-03-15,0.05,1,0
10229444,24884472,Queens,Astoria,40.7662,-73.92027,Private room,62,2,9,2019-06-03,0.24,1,358
10230403,52573647,Queens,Rosedale,40.65108,-73.73402,Private room,85,2,9,2016-10-29,0.23,1,87
10230429,52539349,Queens,Springfield Gardens,40.67035,-73.7541,Entire home/apt,60,1,212,2019-07-07,4.95,1,297
10231294,52577963,Queens,Woodhaven,40.69454,-73.85041,Private room,45,5,34,2019-06-10,0.85,6,212
10231620,29452204,Manhattan,Hell's Kitchen,40.76124,-73.98897,Entire home/apt,155,2,0,,,1,0
10232344,52584471,Manhattan,Murray Hill,40.74666,-73.97847,Entire home/apt,135,1,0,,,1,0
10232553,389899,Brooklyn,Williamsburg,40.71742,-73.95847,Entire home/apt,165,1,58,2019-04-07,1.36,2,287
10233048,14064072,Manhattan,Hell's Kitchen,40.76166,-73.99197,Private room,295,1,0,,,1,0
10233196,51169036,Manhattan,Washington Heights,40.83473,-73.93858,Private room,77,1,89,2019-05-27,2.29,1,228
10233244,11554193,Brooklyn,Crown Heights,40.66671,-73.94981,Private room,43,5,16,2018-09-27,0.4,2,38
10233563,4227531,Manhattan,Midtown,40.75686,-73.96723,Entire home/apt,230,180,0,,,1,365
10233905,14590096,Brooklyn,East New York,40.6729,-73.88919,Entire home/apt,70,30,62,2019-01-01,1.56,1,7
10234090,52577563,Brooklyn,Sunset Park,40.6642,-73.99371,Entire home/apt,105,5,1,2016-01-03,0.02,3,365
10234232,21094081,Brooklyn,Bushwick,40.69675,-73.92964,Private room,54,4,6,2016-09-24,0.14,1,0
10234437,655234,Brooklyn,Williamsburg,40.71523,-73.95503,Entire home/apt,199,3,0,,,1,0
10235422,52604429,Brooklyn,Bedford-Stuyvesant,40.69171,-73.94891,Entire home/apt,145,4,63,2019-06-16,1.6,2,37
10241876,39126862,Brooklyn,Williamsburg,40.70635,-73.95175,Private room,97,2,0,,,2,0
10242095,4209540,Brooklyn,Williamsburg,40.70154,-73.94759,Private room,55,3,26,2019-05-16,0.68,1,1
10243895,5162192,Manhattan,Upper West Side,40.78273,-73.97553,Entire home/apt,285,5,79,2019-07-02,2.09,12,153
10244467,18652590,Brooklyn,Flatbush,40.63177,-73.96341,Private room,185,2,0,,,1,0
10244876,52656488,Manhattan,Harlem,40.81052,-73.94008,Private room,200,2,0,,,1,0
10245677,52661714,Manhattan,Hell's Kitchen,40.76214,-73.98985,Private room,300,1,0,,,1,0
10246056,52663715,Brooklyn,Williamsburg,40.7126,-73.94668,Entire home/apt,255,3,97,2019-05-31,2.37,1,230
10246479,22693737,Brooklyn,Crown Heights,40.67146,-73.94377,Entire home/apt,500,30,96,2019-06-23,2.38,1,339
10246816,22663500,Brooklyn,South Slope,40.66622,-73.98357,Private room,75,5,1,2018-06-24,0.08,1,0
10247766,52674088,Brooklyn,Greenpoint,40.72738,-73.95553,Private room,150,1,0,,,1,0
10247799,2348712,Brooklyn,Williamsburg,40.70727,-73.96057,Private room,64,2,2,2016-12-31,0.06,1,0
10249075,36494040,Manhattan,Hell's Kitchen,40.7609,-73.99405,Entire home/apt,250,1,0,,,1,0
10249886,50914821,Manhattan,Hell's Kitchen,40.76577,-73.9855,Private room,135,1,101,2019-06-25,2.36,1,365
10250433,21147839,Brooklyn,Flatbush,40.64543,-73.96456,Private room,70,7,1,2016-11-01,0.03,1,0
10251082,14084903,Brooklyn,Prospect Heights,40.67473,-73.96529,Entire home/apt,295,3,182,2019-06-26,4.33,1,226
10251768,19927798,Manhattan,East Harlem,40.79366,-73.94059,Entire home/apt,135,1,4,2016-10-11,0.11,1,0
10252499,2782391,Manhattan,Hell's Kitchen,40.76646,-73.98704,Shared room,50,2,2,2016-05-11,0.05,2,0
10252921,52705961,Queens,Forest Hills,40.73352,-73.85237,Entire home/apt,69,1,85,2019-07-01,2.13,1,308
10253159,10721093,Staten Island,Castleton Corners,40.61042,-74.12277,Entire home/apt,299,3,49,2019-06-30,1.91,1,350
10253315,27431753,Queens,Sunnyside,40.7388,-73.92327,Entire home/apt,204,4,188,2019-07-04,4.49,1,0
10253377,8885753,Brooklyn,Williamsburg,40.71702,-73.95356,Private room,80,3,0,,,1,0
10257476,5903619,Manhattan,Hell's Kitchen,40.76464,-73.99403,Private room,125,1,45,2019-06-29,1.13,1,322
